id_prueba,tipo,clasificacion_real,resultado_esperado,ubicacion_final,origen,destino,observaciones
AUTO-SOC-0066,recipient_unknown,recipient_unknown,bloqueado,rechazado,dmarc@phisdefense.com,noexiste-mas-soc-184805-019@phisdefense.com,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554677]: NOQUEUE: reject: RCPT from localhost[[IP_REDACTED]]: 550 5.1.1 <noexiste-mas-soc-184805-019@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-019@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0067,recipient_unknown,recipient_unknown,bloqueado,rechazado,dmarc@phisdefense.com,noexiste-mas-soc-184805-020@phisdefense.com,Detectado automaticamente en syslog: Jul  2 18:49:27 mail postfix/smtpd[554680]: NOQUEUE: reject: RCPT from localhost[[IP_REDACTED]]: 550 5.1.1 <noexiste-mas-soc-184805-020@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<dmarc@phisdefense.com> to=<noexiste-mas-soc-184805-020@phisdefense.com> proto=ESMTP helo=<tfm-soc-real.local>
AUTO-SOC-0068,spoofing_reject,spoofing,spoofing,rechazado,SRS1=IAYg=cyberofficer.be==kmsj=E5=phisdefense.com=[EMAIL_REDACTED],dmarc@phisdefense.com,Detectado automaticamente en syslog: Jul  3 15:41:44 mail postfix/cleanup[651777]: A3FA34FA5F: milter-reject: END-OF-MESSAGE from unknown[[IP_REDACTED]]: 5.7.1 rejected by DMARC policy for phisdefense.com; from=<SRS1=IAYg=cyberofficer.be==kmsj=E5=phisdefense.com=[EMAIL_REDACTED]> to=<dmarc@phisdefense.com> proto=ESMTP helo=<mail.cyberofficer.be>
AUTO-SOC-0069,recipient_unknown,recipient_unknown,bloqueado,rechazado,no_aplica,spoof-lab@phisdefense.com,Detectado automaticamente en syslog: Jul  3 15:41:45 mail postfix/smtpd[651773]: NOQUEUE: reject: RCPT from unknown[[IP_REDACTED]]: 550 5.1.1 <spoof-lab@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<> to=<spoof-lab@phisdefense.com> proto=ESMTP helo=<mail.cyberofficer.be>
AUTO-SOC-0070,spoofing_reject,spoofing,spoofing,rechazado,SRS1=IAYg=cyberofficer.be==kmsj=E5=phisdefense.com=[EMAIL_REDACTED],dmarc@phisdefense.com,Detectado automaticamente en syslog: Jul  3 15:42:42 mail postfix/cleanup[651777]: 412E24FA61: milter-reject: END-OF-MESSAGE from unknown[[IP_REDACTED]]: 5.7.1 rejected by DMARC policy for phisdefense.com; from=<SRS1=IAYg=cyberofficer.be==kmsj=E5=phisdefense.com=[EMAIL_REDACTED]> to=<dmarc@phisdefense.com> proto=ESMTP helo=<mail.cyberofficer.be>
AUTO-SOC-0071,recipient_unknown,recipient_unknown,bloqueado,rechazado,no_aplica,spoof-lab@phisdefense.com,Detectado automaticamente en syslog: Jul  3 15:42:42 mail postfix/smtpd[651773]: NOQUEUE: reject: RCPT from unknown[[IP_REDACTED]]: 550 5.1.1 <spoof-lab@phisdefense.com>: Recipient address rejected: User unknown in local recipient table; from=<> to=<spoof-lab@phisdefense.com> proto=ESMTP helo=<mail.cyberofficer.be>
DKIMABSENT-REAL-182453-001,dkim_absent,dkim_absent,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: selector DKIM ausente validado mediante DNS. Evidencia: DKIMABSENT-REAL-182453-001.txt
DKIMABSENT-REAL-182453-002,dkim_absent,dkim_absent,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: selector DKIM ausente validado mediante DNS. Evidencia: DKIMABSENT-REAL-182453-002.txt
DKIMBROKEN-REAL-182453-001,dkim_broken,dkim_broken,fallo_dkim,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: DKIM roto validado con herramienta/evidencia técnica. Evidencia: DKIMBROKEN-REAL-182453-001.txt
DKIMBROKEN-REAL-182453-002,dkim_broken,dkim_broken,fallo_dkim,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: DKIM roto validado con herramienta/evidencia técnica. Evidencia: DKIMBROKEN-REAL-182453-002.txt
LOOKALIKE-REAL-182453-002,lookalike_domain,lookalike_domain,sospechoso,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: dominio lookalike evaluado mediante DNS. Evidencia: LOOKALIKE-REAL-182453-002.txt
SPFFAIL-REAL-182453-001,spf_fail,spf_fail,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: SPF negativo validado mediante consulta/herramienta real. Evidencia: SPFFAIL-REAL-182453-001.txt
SPFFAIL-REAL-182453-002,spf_fail,spf_fail,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: SPF negativo validado mediante consulta/herramienta real. Evidencia: SPFFAIL-REAL-182453-002.txt
TLSIMAPS-REAL-182453-001,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: negociación TLS IMAPS validada con evidencia. Evidencia: TLSIMAPS-REAL-182453-001.txt
TLSIMAPS-REAL-182453-002,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: negociación TLS IMAPS validada con evidencia. Evidencia: TLSIMAPS-REAL-182453-002.txt
TLSIMAPS-REAL-182453-003,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: negociación TLS IMAPS validada con evidencia. Evidencia: TLSIMAPS-REAL-182453-003.txt
TLSSTARTTLS-REAL-182453-001,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: negociación STARTTLS SMTP validada con evidencia. Evidencia: TLSSTARTTLS-REAL-182453-001.txt
TLSSTARTTLS-REAL-182453-002,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: negociación STARTTLS SMTP validada con evidencia. Evidencia: TLSSTARTTLS-REAL-182453-002.txt
TLSSTARTTLS-REAL-182453-003,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: negociación STARTTLS SMTP validada con evidencia. Evidencia: TLSSTARTTLS-REAL-182453-003.txt
TLSSTARTTLS-REAL-182453-004,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistida: negociación STARTTLS SMTP validada con evidencia. Evidencia: TLSSTARTTLS-REAL-182453-004.txt
AUTHFAIL-REAL-184805-001,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-002,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-003,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-004,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-005,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-006,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-007,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-008,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-009,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-010,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-011,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-012,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-013,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-014,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-015,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-016,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-017,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-018,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-019,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
AUTHFAIL-REAL-184805-020,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,SMTP AUTH fallido real validado por syslog.
RCPTUNKNOWN-REAL-184805-001,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-002,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-003,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-004,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-005,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-006,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-007,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-008,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-009,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-010,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-011,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-012,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-013,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-014,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-015,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-016,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-017,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-018,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-019,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
RCPTUNKNOWN-REAL-184805-020,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Destinatario inexistente rechazado realmente por SMTP.
TLSSTARTTLS-REAL-184805-001,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-002,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-003,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-004,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-005,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-006,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-007,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-008,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-009,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSSTARTTLS-REAL-184805-010,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,STARTTLS SMTP real validado con cipher.
TLSIMAPS-REAL-184805-001,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-002,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-003,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-004,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-005,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-006,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-007,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,IMAPS TLS real validado con cipher.
TLSIMAPS-REAL-184805-008,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,IMAPS TLS real validado con cipher.
SPFFAIL-REAL-184805-001,spf_fail,spf_fail,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,SPF fail real validado con herramienta/consulta DNS.
SPFFAIL-REAL-184805-002,spf_fail,spf_fail,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,SPF fail real validado con herramienta/consulta DNS.
SPFFAIL-REAL-184805-003,spf_fail,spf_fail,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,SPF fail real validado con herramienta/consulta DNS.
SPFFAIL-REAL-184805-004,spf_fail,spf_fail,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,SPF fail real validado con herramienta/consulta DNS.
SPFFAIL-REAL-184805-005,spf_fail,spf_fail,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,SPF fail real validado con herramienta/consulta DNS.
DKIMABSENT-REAL-184805-001,dkim_absent,dkim_absent,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM ausente validado por DNS.
DKIMABSENT-REAL-184805-002,dkim_absent,dkim_absent,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM ausente validado por DNS.
DKIMABSENT-REAL-184805-003,dkim_absent,dkim_absent,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM ausente validado por DNS.
DKIMABSENT-REAL-184805-004,dkim_absent,dkim_absent,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM ausente validado por DNS.
DKIMABSENT-REAL-184805-005,dkim_absent,dkim_absent,bloqueado,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM ausente validado por DNS.
DKIMROT-REAL-184805-001,dkim_rotation,dkim_rotation,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM s2026 validado por DNS.
DKIMROT-REAL-184805-002,dkim_rotation,dkim_rotation,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM s2026 validado por DNS.
DKIMROT-REAL-184805-003,dkim_rotation,dkim_rotation,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM s2026 validado por DNS.
DKIMROT-REAL-184805-004,dkim_rotation,dkim_rotation,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM s2026 validado por DNS.
DKIMROT-REAL-184805-005,dkim_rotation,dkim_rotation,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Selector DKIM s2026 validado por DNS.
DKIMBROKEN-REAL-184805-001,dkim_broken,dkim_broken,fallo_dkim,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,DKIM roto validado con opendkim-testmsg.
DKIMBROKEN-REAL-184805-002,dkim_broken,dkim_broken,fallo_dkim,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,DKIM roto validado con opendkim-testmsg.
DKIMBROKEN-REAL-184805-003,dkim_broken,dkim_broken,fallo_dkim,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,DKIM roto validado con opendkim-testmsg.
DKIMBROKEN-REAL-184805-004,dkim_broken,dkim_broken,fallo_dkim,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,DKIM roto validado con opendkim-testmsg.
DKIMBROKEN-REAL-184805-005,dkim_broken,dkim_broken,fallo_dkim,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,DKIM roto validado con opendkim-testmsg.
LOOKALIKE-REAL-184805-001,lookalike_domain,lookalike_domain,sospechoso,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Dominio lookalike evaluado por DNS: ph1sdefense.com.
LOOKALIKE-REAL-184805-002,lookalike_domain,lookalike_domain,sospechoso,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Dominio lookalike evaluado por DNS: phisdefence.com.
LOOKALIKE-REAL-184805-003,lookalike_domain,lookalike_domain,sospechoso,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Dominio lookalike evaluado por DNS: phis-defense.com.
LOOKALIKE-REAL-184805-004,lookalike_domain,lookalike_domain,sospechoso,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Dominio lookalike evaluado por DNS: phisdefenses.com.
LOOKALIKE-REAL-184805-005,lookalike_domain,lookalike_domain,sospechoso,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Dominio lookalike evaluado por DNS: phisdéfense.com.
AUTHFAIL-REAL-181532-001,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: SMTP AUTH fallido validado por respuesta o syslog. Evidencia: AUTHFAIL-REAL-181532-001.txt
AUTHFAIL-REAL-181532-004,auth_fail,auth_fail,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: SMTP AUTH fallido validado por respuesta o syslog. Evidencia: AUTHFAIL-REAL-181532-004.txt
RCPTUNKNOWN-REAL-181532-001,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-001.txt
RCPTUNKNOWN-REAL-181532-002,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-002.txt
RCPTUNKNOWN-REAL-181532-003,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-003.txt
RCPTUNKNOWN-REAL-181532-004,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-004.txt
RCPTUNKNOWN-REAL-181532-005,recipient_unknown,recipient_unknown,bloqueado,rechazado,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: destinatario inexistente rechazado por SMTP. Evidencia: RCPTUNKNOWN-REAL-181532-005.txt
TLSIMAPS-REAL-181532-001,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: IMAPS TLS negociado con cipher TLS. Evidencia: TLSIMAPS-REAL-181532-001.txt
TLSIMAPS-REAL-181532-002,tls_imaps,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: IMAPS TLS negociado con cipher TLS. Evidencia: TLSIMAPS-REAL-181532-002.txt
TLSSTARTTLS-REAL-181532-001,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: STARTTLS SMTP negociado con cipher TLS. Evidencia: TLSSTARTTLS-REAL-181532-001.txt
TLSSTARTTLS-REAL-181532-002,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: STARTTLS SMTP negociado con cipher TLS. Evidencia: TLSSTARTTLS-REAL-181532-002.txt
TLSSTARTTLS-REAL-181532-003,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: STARTTLS SMTP negociado con cipher TLS. Evidencia: TLSSTARTTLS-REAL-181532-003.txt
TLSSTARTTLS-REAL-181532-004,tls_starttls_smtp,tls_ok,seguro,validacion_tecnica,soc_extra_real_persistente,test@phisdefense.com,Prueba real persistente: STARTTLS SMTP negociado con cipher TLS. Evidencia: TLSSTARTTLS-REAL-181532-004.txt
